,Hero_1,Hero_2,Hero_3,Hero_4,Hero_5,Hero_6
15509,pharah,tracer,lucio,mercy,dva,winston
15510,mccree,lucio,zenyatta,dva,reinhardt,roadhog
15511,genji,soldier76,tracer,lucio,zenyatta,winston
15512,mei,ana,lucio,reinhardt,roadhog,zarya
15513,hanzo,ana,lucio,dva,reinhardt,winston
15514,genji,soldier76,sombra,tracer,ana,winston
15515,hanzo,tracer,lucio,zenyatta,dva,winston
15516,soldier76,ana,lucio,dva,reinhardt,roadhog
15517,doomfist,reaper,lucio,zenyatta,dva,winston
15518,genji,tracer,lucio,zenyatta,dva,winston
15519,soldier76,ana,lucio,dva,reinhardt,zarya
15520,genji,tracer,lucio,zenyatta,dva,winston
15521,hanzo,pharah,tracer,zenyatta,dva,winston
15522,genji,tracer,lucio,zenyatta,dva,winston
15523,genji,tracer,lucio,zenyatta,dva,winston
15524,widowmaker,tracer,mercy,zenyatta,dva,winston
15525,mccree,soldier76,ana,lucio,dva,reinhardt
15526,soldier76,tracer,ana,dva,winston,zarya
15527,genji,tracer,ana,lucio,winston,zarya
15528,reaper,tracer,ana,lucio,reinhardt,zarya
15529,reaper,tracer,ana,mercy,dva,winston
15530,mccree,mccree,reaper,ana,lucio,reinhardt
15531,soldier76,sombra,tracer,lucio,zenyatta,winston
15532,genji,soldier76,tracer,lucio,dva,winston
15533,genji,reaper,ana,lucio,reinhardt,zarya
15534,genji,tracer,lucio,zenyatta,dva,winston
15535,genji,pharah,tracer,lucio,dva,winston
15536,soldier76,tracer,ana,lucio,dva,winston
15537,junkrat,tracer,lucio,zenyatta,roadhog,winston
15538,genji,tracer,ana,lucio,winston,zarya
15539,pharah,tracer,mercy,zenyatta,dva,roadhog
15540,genji,tracer,ana,lucio,dva,winston
15541,soldier76,tracer,ana,lucio,dva,winston
15542,mei,ana,lucio,dva,reinhardt,roadhog
15543,soldier76,ana,lucio,dva,reinhardt,roadhog
15544,soldier76,tracer,ana,mercy,dva,winston
15545,mccree,ana,lucio,dva,reinhardt,roadhog
15546,genji,tracer,lucio,zenyatta,dva,winston
15547,junkrat,mccree,ana,lucio,reinhardt,zarya
15548,genji,tracer,lucio,zenyatta,dva,winston
15549,genji,tracer,lucio,zenyatta,dva,winston
15550,pharah,reaper,lucio,zenyatta,reinhardt,winston
15551,genji,soldier76,ana,lucio,reinhardt,zarya
15552,genji,tracer,lucio,zenyatta,dva,winston
15553,widowmaker,genji,tracer,lucio,zenyatta,winston
15554,pharah,lucio,mercy,dva,reinhardt,zarya
15555,mccree,tracer,ana,lucio,reinhardt,zarya
15556,genji,tracer,lucio,zenyatta,dva,winston
15557,soldier76,tracer,lucio,zenyatta,dva,winston
15558,genji,tracer,lucio,zenyatta,dva,winston
15559,soldier76,ana,lucio,reinhardt,roadhog,zarya
15560,genji,tracer,lucio,zenyatta,dva,winston
15561,genji,mccree,ana,lucio,reinhardt,zarya
15562,genji,soldier76,lucio,zenyatta,dva,winston
15563,widowmaker,tracer,ana,lucio,reinhardt,zarya
15564,soldier76,tracer,ana,mercy,reinhardt,roadhog
15565,soldier76,ana,lucio,dva,reinhardt,roadhog
15566,soldier76,ana,lucio,dva,reinhardt,zarya
15567,soldier76,tracer,ana,mercy,dva,winston
15568,mei,tracer,ana,lucio,dva,winston
15569,pharah,tracer,ana,lucio,reinhardt,roadhog
15570,widowmaker,tracer,lucio,zenyatta,dva,reinhardt
15571,pharah,soldier76,ana,lucio,reinhardt,zarya
15572,genji,tracer,lucio,zenyatta,dva,winston
15573,mccree,tracer,ana,lucio,dva,reinhardt
15574,soldier76,tracer,lucio,zenyatta,dva,winston
15575,soldier76,sombra,tracer,ana,dva,winston
15576,mccree,tracer,lucio,zenyatta,dva,winston
15577,widowmaker,tracer,lucio,zenyatta,dva,winston
15578,genji,tracer,ana,lucio,dva,winston
15579,mccree,reaper,lucio,zenyatta,reinhardt,winston
15580,junkrat,tracer,lucio,zenyatta,dva,winston
15581,torbjorn,soldier76,ana,symmetra,reinhardt,roadhog
15582,bastion,hanzo,widowmaker,mercy,dva,orisa
15583,soldier76,tracer,lucio,zenyatta,dva,winston
15584,soldier76,tracer,lucio,zenyatta,dva,winston
15585,soldier76,ana,lucio,dva,reinhardt,zarya
15586,sombra,tracer,lucio,zenyatta,dva,winston
15587,hanzo,soldier76,ana,lucio,reinhardt,zarya
15588,soldier76,tracer,lucio,dva,reinhardt,zarya
15589,soldier76,tracer,lucio,zenyatta,dva,winston
15590,pharah,tracer,ana,mercy,reinhardt,zarya
15591,soldier76,sombra,tracer,lucio,dva,winston
15592,widowmaker,genji,ana,lucio,reinhardt,zarya
15593,sombra,tracer,lucio,zenyatta,dva,winston
15594,genji,ana,lucio,reinhardt,roadhog,zarya
15595,bastion,widowmaker,ana,mercy,orisa,reinhardt
15596,genji,tracer,mercy,zenyatta,dva,reinhardt
15597,genji,soldier76,tracer,lucio,zenyatta,winston
15598,bastion,junkrat,soldier76,tracer,mercy,reinhardt
15599,pharah,soldier76,tracer,lucio,winston,zarya
15600,doomfist,tracer,lucio,zenyatta,dva,winston
15601,genji,pharah,tracer,lucio,mercy,winston
15602,widowmaker,reaper,ana,lucio,reinhardt,zarya
15603,genji,lucio,zenyatta,dva,winston,zarya
15604,tracer,lucio,zenyatta,dva,winston,zarya
15605,pharah,tracer,lucio,mercy,dva,roadhog
15606,hanzo,genji,mercy,zenyatta,dva,winston
15607,mccree,reaper,ana,lucio,reinhardt,winston
15608,genji,tracer,ana,zenyatta,winston,zarya
15609,bastion,sombra,tracer,lucio,dva,winston
15610,mei,ana,lucio,dva,reinhardt,roadhog
15611,pharah,tracer,lucio,zenyatta,dva,winston
15612,soldier76,tracer,lucio,zenyatta,dva,winston
15613,genji,sombra,tracer,zenyatta,dva,winston
15614,genji,tracer,lucio,zenyatta,dva,winston
15615,genji,tracer,lucio,zenyatta,dva,zarya
15616,genji,sombra,lucio,zenyatta,dva,winston
15617,doomfist,soldier76,lucio,zenyatta,dva,winston
15618,soldier76,tracer,ana,zenyatta,dva,winston
15619,doomfist,sombra,tracer,lucio,dva,winston
15620,soldier76,tracer,lucio,mercy,dva,winston
15621,genji,mccree,reaper,lucio,zenyatta,winston
15622,genji,soldier76,lucio,zenyatta,dva,winston
15623,mccree,tracer,ana,lucio,dva,reinhardt
15624,genji,tracer,ana,lucio,reinhardt,zarya
15625,tracer,lucio,dva,reinhardt,roadhog,zarya
15626,tracer,ana,lucio,reinhardt,roadhog,zarya
15627,genji,ana,lucio,dva,roadhog,winston
15628,genji,soldier76,ana,lucio,dva,reinhardt
15629,genji,ana,lucio,dva,reinhardt,roadhog
15630,torbjorn,ana,dva,reinhardt,roadhog,zarya
15631,sombra,tracer,lucio,zenyatta,dva,winston
15632,soldier76,ana,lucio,dva,reinhardt,roadhog
15633,mccree,mccree,reaper,ana,lucio,zarya
15634,tracer,ana,lucio,dva,roadhog,winston
15635,pharah,tracer,lucio,zenyatta,dva,winston
15636,genji,soldier76,ana,lucio,dva,reinhardt
15637,soldier76,lucio,zenyatta,dva,reinhardt,roadhog
15638,mei,mccree,reaper,ana,lucio,reinhardt
15639,genji,ana,lucio,dva,reinhardt,roadhog
15640,genji,mccree,lucio,zenyatta,dva,winston
15641,soldier76,tracer,ana,lucio,reinhardt,zarya
15642,mccree,pharah,ana,lucio,dva,winston
15643,pharah,soldier76,ana,mercy,dva,winston
15644,reaper,soldier76,mercy,zenyatta,winston,zarya
15645,soldier76,tracer,mercy,zenyatta,dva,winston
15646,mccree,soldier76,ana,zenyatta,dva,reinhardt
15647,genji,soldier76,tracer,ana,lucio,winston
15648,sombra,tracer,lucio,zenyatta,dva,winston
15649,genji,tracer,lucio,zenyatta,dva,winston
15650,soldier76,tracer,lucio,zenyatta,dva,winston
15651,genji,tracer,lucio,zenyatta,dva,winston
15652,junkrat,genji,lucio,zenyatta,dva,winston
15653,genji,tracer,ana,zenyatta,dva,winston
15654,doomfist,mccree,mercy,zenyatta,dva,winston
15655,genji,pharah,ana,lucio,reinhardt,roadhog
15656,genji,tracer,ana,lucio,dva,winston
15657,genji,tracer,ana,lucio,dva,winston
15658,soldier76,lucio,zenyatta,dva,reinhardt,zarya
15659,genji,soldier76,tracer,lucio,zenyatta,winston
15660,genji,soldier76,lucio,zenyatta,dva,winston
15661,pharah,tracer,lucio,zenyatta,dva,roadhog
15662,genji,tracer,ana,lucio,dva,reinhardt
15663,widowmaker,tracer,mercy,zenyatta,dva,winston
15664,soldier76,tracer,lucio,mercy,dva,winston
15665,bastion,hanzo,ana,lucio,reinhardt,roadhog
15666,genji,soldier76,ana,lucio,dva,reinhardt
15667,widowmaker,genji,tracer,lucio,dva,winston
15668,doomfist,reaper,tracer,lucio,dva,winston
15669,reaper,tracer,lucio,zenyatta,winston,zarya
15670,doomfist,tracer,lucio,zenyatta,dva,winston
15671,torbjorn,genji,soldier76,ana,dva,winston
15672,soldier76,sombra,lucio,zenyatta,dva,winston
15673,soldier76,sombra,tracer,lucio,dva,winston
15674,tracer,ana,lucio,reinhardt,roadhog,zarya
15675,genji,tracer,ana,lucio,dva,winston
15676,tracer,ana,lucio,roadhog,winston,zarya
15677,mei,genji,tracer,lucio,dva,reinhardt
15678,soldier76,ana,lucio,dva,reinhardt,zarya
15679,reaper,tracer,lucio,zenyatta,dva,winston
15680,genji,tracer,lucio,zenyatta,dva,winston
15681,genji,soldier76,tracer,lucio,winston,zarya
15682,genji,tracer,ana,zenyatta,dva,winston
15683,hanzo,genji,soldier76,tracer,lucio,winston
15684,genji,soldier76,lucio,zenyatta,dva,winston
15685,soldier76,tracer,lucio,zenyatta,dva,winston
15686,genji,tracer,lucio,zenyatta,dva,winston
15687,genji,sombra,tracer,lucio,dva,winston
15688,hanzo,widowmaker,mercy,zenyatta,dva,roadhog
15689,mccree,tracer,ana,lucio,winston,zarya
15690,soldier76,tracer,ana,lucio,dva,reinhardt
15691,genji,tracer,ana,lucio,reinhardt,zarya
15692,genji,tracer,lucio,zenyatta,dva,winston
15693,pharah,tracer,ana,lucio,dva,winston
15694,junkrat,tracer,lucio,zenyatta,roadhog,winston
15695,mccree,tracer,ana,lucio,dva,reinhardt
15696,doomfist,reaper,tracer,lucio,dva,zarya
15697,genji,soldier76,tracer,lucio,zenyatta,winston
15698,genji,soldier76,tracer,ana,lucio,winston
15699,genji,reaper,tracer,ana,lucio,winston
15700,genji,tracer,lucio,zenyatta,winston,zarya
15701,soldier76,tracer,ana,mercy,dva,winston
15702,genji,tracer,lucio,zenyatta,dva,winston
15703,junkrat,mccree,mercy,zenyatta,dva,winston
15704,genji,sombra,tracer,lucio,zenyatta,winston
15705,reaper,ana,lucio,dva,reinhardt,roadhog
15706,pharah,soldier76,tracer,mercy,reinhardt,roadhog
15707,soldier76,sombra,tracer,lucio,dva,winston
15708,soldier76,tracer,ana,lucio,dva,winston
15709,doomfist,tracer,lucio,zenyatta,dva,winston
15710,hanzo,tracer,ana,lucio,dva,reinhardt
15711,genji,ana,lucio,dva,winston,zarya
15712,ana,lucio,dva,reinhardt,roadhog,zarya
15713,soldier76,tracer,lucio,zenyatta,dva,winston
15714,mccree,ana,lucio,reinhardt,roadhog,zarya
15715,soldier76,tracer,lucio,zenyatta,dva,winston
15716,genji,tracer,lucio,zenyatta,dva,winston
15717,genji,tracer,lucio,zenyatta,dva,winston
15718,junkrat,widowmaker,mercy,zenyatta,dva,winston
15719,mei,reaper,tracer,ana,lucio,dva
15720,tracer,lucio,zenyatta,dva,reinhardt,roadhog
15721,widowmaker,genji,tracer,lucio,dva,orisa
15722,soldier76,ana,lucio,reinhardt,roadhog,zarya
15723,doomfist,soldier76,ana,lucio,dva,winston
15724,genji,tracer,moira,zenyatta,dva,winston
15725,tracer,ana,lucio,dva,winston,zarya
15726,widowmaker,genji,tracer,ana,lucio,winston
15727,genji,sombra,tracer,lucio,zenyatta,winston
15728,widowmaker,genji,tracer,mercy,zenyatta,dva
15729,tracer,ana,lucio,dva,reinhardt,roadhog
15730,torbjorn,widowmaker,mercy,zenyatta,dva,winston
15731,junkrat,mccree,lucio,zenyatta,reinhardt,zarya
15732,genji,soldier76,lucio,zenyatta,dva,roadhog
15733,hanzo,mei,ana,lucio,reinhardt,zarya
15734,tracer,lucio,zenyatta,dva,reinhardt,zarya
15735,tracer,lucio,zenyatta,dva,winston,zarya
15736,junkrat,tracer,mercy,zenyatta,dva,winston
15737,bastion,genji,soldier76,tracer,dva,winston
15738,pharah,soldier76,ana,lucio,winston,zarya
15739,soldier76,ana,lucio,dva,reinhardt,roadhog
15740,pharah,tracer,lucio,zenyatta,winston,zarya
15741,tracer,ana,lucio,dva,roadhog,winston
15742,soldier76,sombra,tracer,ana,dva,winston
15743,genji,tracer,lucio,zenyatta,dva,winston
15744,genji,ana,lucio,reinhardt,roadhog,zarya
15745,widowmaker,tracer,mercy,zenyatta,dva,winston
15746,genji,soldier76,tracer,mercy,zenyatta,winston
15747,mccree,reaper,ana,lucio,reinhardt,zarya
15748,genji,lucio,mercy,dva,orisa,roadhog
15749,genji,pharah,tracer,lucio,zenyatta,winston
15750,soldier76,ana,lucio,dva,reinhardt,zarya
15751,genji,tracer,ana,lucio,dva,reinhardt
15752,hanzo,ana,lucio,reinhardt,roadhog,zarya
15753,mei,ana,lucio,reinhardt,roadhog,zarya
15754,genji,tracer,mercy,zenyatta,dva,winston
15755,genji,tracer,mercy,zenyatta,dva,winston
15756,bastion,mei,reaper,soldier76,mercy,dva
15757,genji,tracer,ana,lucio,dva,winston
15758,mccree,ana,lucio,dva,reinhardt,roadhog
15759,tracer,ana,lucio,dva,reinhardt,zarya
15760,genji,tracer,lucio,zenyatta,dva,winston
15761,mei,genji,tracer,zenyatta,dva,roadhog
15762,reaper,tracer,ana,lucio,reinhardt,zarya
15763,mei,tracer,ana,lucio,dva,winston
15764,sombra,lucio,zenyatta,dva,reinhardt,roadhog
15765,hanzo,ana,lucio,reinhardt,roadhog,zarya
15766,mei,reaper,ana,lucio,reinhardt,zarya
15767,mccree,tracer,mercy,zenyatta,dva,winston
15768,torbjorn,pharah,mercy,zenyatta,dva,winston
15769,doomfist,soldier76,tracer,lucio,dva,winston
15770,tracer,ana,lucio,dva,reinhardt,winston
15771,reaper,ana,lucio,reinhardt,roadhog,zarya
15772,soldier76,tracer,lucio,zenyatta,dva,winston
15773,genji,tracer,ana,lucio,reinhardt,zarya
15774,genji,mccree,mercy,zenyatta,dva,winston
15775,soldier76,tracer,ana,lucio,dva,reinhardt
15776,tracer,ana,lucio,dva,winston,zarya
15777,widowmaker,genji,tracer,lucio,zenyatta,winston
15778,hanzo,ana,lucio,reinhardt,roadhog,zarya
15779,genji,soldier76,ana,lucio,reinhardt,zarya
15780,genji,soldier76,tracer,lucio,zenyatta,winston
15781,genji,tracer,ana,lucio,dva,winston
15782,genji,tracer,ana,lucio,reinhardt,zarya
15783,reaper,ana,lucio,reinhardt,winston,zarya
15784,genji,soldier76,tracer,lucio,zenyatta,winston
15785,mei,tracer,ana,lucio,reinhardt,winston
15786,tracer,ana,lucio,dva,winston,zarya
15787,mei,tracer,lucio,zenyatta,reinhardt,zarya
15788,widowmaker,pharah,soldier76,tracer,lucio,winston
15789,torbjorn,widowmaker,soldier76,mercy,dva,orisa
15790,mei,genji,ana,lucio,reinhardt,zarya
15791,mccree,ana,mercy,reinhardt,roadhog,zarya
15792,genji,soldier76,ana,lucio,dva,reinhardt
15793,junkrat,tracer,mercy,zenyatta,dva,winston
15794,genji,tracer,ana,lucio,dva,winston
15795,mccree,tracer,lucio,zenyatta,winston,zarya
15796,mccree,tracer,lucio,zenyatta,dva,reinhardt
15797,genji,soldier76,ana,lucio,reinhardt,zarya
15798,soldier76,sombra,tracer,mercy,dva,zarya
15799,genji,tracer,mercy,zenyatta,dva,winston
15800,mccree,tracer,mercy,zenyatta,dva,zarya
15801,reaper,lucio,zenyatta,dva,reinhardt,zarya
15802,soldier76,ana,lucio,reinhardt,roadhog,zarya
15803,soldier76,tracer,lucio,zenyatta,dva,winston
15804,genji,tracer,ana,lucio,dva,winston
15805,soldier76,tracer,lucio,zenyatta,dva,winston
15806,mccree,reaper,lucio,zenyatta,winston,zarya
15807,genji,soldier76,tracer,lucio,zenyatta,winston
15808,reaper,tracer,ana,lucio,dva,winston
15809,mccree,tracer,mercy,zenyatta,dva,reinhardt
15810,pharah,tracer,lucio,mercy,dva,winston
15811,mccree,tracer,ana,lucio,reinhardt,zarya
15812,mccree,tracer,mercy,zenyatta,reinhardt,zarya
15813,mei,tracer,ana,lucio,reinhardt,zarya
15814,soldier76,tracer,lucio,zenyatta,dva,winston
15815,soldier76,tracer,lucio,zenyatta,dva,winston
15816,soldier76,ana,lucio,dva,reinhardt,roadhog
15817,soldier76,tracer,ana,lucio,reinhardt,zarya
15818,pharah,tracer,ana,lucio,reinhardt,zarya
15819,mei,tracer,ana,lucio,reinhardt,zarya
15820,tracer,ana,lucio,dva,reinhardt,winston
15821,soldier76,ana,lucio,dva,reinhardt,roadhog
15822,soldier76,tracer,lucio,zenyatta,dva,winston
15823,soldier76,tracer,lucio,zenyatta,dva,winston
15824,genji,soldier76,ana,lucio,dva,winston
15825,mei,reaper,lucio,zenyatta,reinhardt,zarya
15826,soldier76,tracer,lucio,zenyatta,dva,winston
15827,mei,ana,lucio,dva,reinhardt,roadhog
15828,genji,reaper,ana,lucio,reinhardt,zarya
15829,soldier76,tracer,ana,lucio,reinhardt,zarya
15830,soldier76,ana,lucio,reinhardt,roadhog,zarya
15831,genji,sombra,tracer,lucio,dva,winston
15832,tracer,ana,lucio,dva,reinhardt,roadhog
15833,genji,tracer,ana,lucio,dva,winston
15834,soldier76,tracer,ana,lucio,dva,winston
15835,genji,tracer,lucio,zenyatta,dva,winston
15836,genji,soldier76,sombra,tracer,mercy,winston
15837,soldier76,ana,lucio,dva,reinhardt,roadhog
15838,genji,tracer,lucio,zenyatta,dva,winston
15839,tracer,ana,lucio,roadhog,winston,zarya
15840,hanzo,reaper,ana,lucio,reinhardt,zarya
15841,sombra,tracer,lucio,zenyatta,dva,winston
15842,sombra,tracer,lucio,dva,roadhog,winston
15843,hanzo,ana,lucio,dva,roadhog,winston
15844,soldier76,tracer,lucio,mercy,dva,winston
15845,tracer,lucio,zenyatta,dva,reinhardt,zarya
15846,hanzo,genji,tracer,lucio,dva,winston
15847,soldier76,tracer,lucio,zenyatta,dva,winston
15848,soldier76,ana,lucio,dva,reinhardt,roadhog
15849,junkrat,widowmaker,soldier76,mercy,dva,orisa
15850,reaper,sombra,tracer,lucio,dva,winston
15851,pharah,tracer,lucio,mercy,dva,winston
15852,junkrat,widowmaker,mercy,zenyatta,dva,orisa
15853,tracer,mercy,moira,dva,roadhog,winston
15854,mccree,tracer,ana,lucio,reinhardt,zarya
15855,reaper,tracer,ana,lucio,reinhardt,winston
15856,genji,pharah,tracer,lucio,mercy,winston
15857,mccree,ana,lucio,dva,roadhog,winston
15858,genji,soldier76,sombra,tracer,lucio,winston
15859,widowmaker,mccree,mercy,zenyatta,dva,orisa
15860,pharah,tracer,ana,lucio,reinhardt,zarya
15861,mccree,tracer,lucio,zenyatta,reinhardt,winston
15862,soldier76,tracer,ana,lucio,dva,reinhardt
15863,soldier76,tracer,ana,lucio,dva,winston
15864,soldier76,tracer,lucio,zenyatta,dva,winston
15865,genji,tracer,ana,lucio,reinhardt,roadhog
15866,junkrat,tracer,lucio,zenyatta,reinhardt,zarya
15867,pharah,ana,lucio,reinhardt,roadhog,zarya
15868,genji,tracer,ana,lucio,dva,winston
15869,soldier76,ana,lucio,dva,winston,zarya
15870,soldier76,sombra,ana,lucio,dva,winston
15871,soldier76,tracer,lucio,zenyatta,dva,winston
15872,soldier76,tracer,lucio,mercy,dva,reinhardt
15873,sombra,tracer,lucio,moira,dva,winston
15874,soldier76,ana,lucio,roadhog,winston,zarya
15875,soldier76,tracer,lucio,zenyatta,dva,winston
15876,mei,soldier76,ana,lucio,reinhardt,zarya
15877,bastion,widowmaker,mercy,zenyatta,dva,winston
15878,genji,tracer,ana,lucio,reinhardt,zarya
15879,pharah,soldier76,tracer,ana,lucio,winston
15880,genji,tracer,ana,lucio,dva,winston
15881,genji,tracer,mercy,zenyatta,dva,roadhog
15882,mei,reaper,ana,lucio,winston,zarya
15883,soldier76,tracer,ana,lucio,reinhardt,zarya
15884,genji,mccree,ana,lucio,reinhardt,zarya
15885,genji,pharah,lucio,mercy,dva,winston
15886,soldier76,tracer,ana,lucio,dva,reinhardt
15887,soldier76,ana,lucio,reinhardt,roadhog,zarya
15888,genji,tracer,lucio,zenyatta,dva,winston
15889,reaper,soldier76,sombra,tracer,lucio,winston
15890,mei,reaper,ana,lucio,reinhardt,roadhog
15891,genji,reaper,lucio,zenyatta,reinhardt,zarya
15892,genji,mccree,ana,lucio,reinhardt,zarya
15893,pharah,tracer,lucio,mercy,dva,winston
15894,soldier76,sombra,tracer,lucio,dva,winston
15895,soldier76,tracer,ana,lucio,reinhardt,zarya
15896,pharah,soldier76,ana,lucio,dva,winston
15897,pharah,soldier76,tracer,lucio,zenyatta,winston
15898,genji,tracer,ana,lucio,dva,winston
15899,soldier76,sombra,tracer,lucio,dva,winston
15900,soldier76,ana,lucio,dva,reinhardt,roadhog
15901,mccree,pharah,lucio,mercy,reinhardt,zarya
15902,genji,soldier76,tracer,lucio,zenyatta,winston
15903,hanzo,genji,tracer,lucio,dva,winston
15904,genji,reaper,tracer,lucio,dva,winston
15905,soldier76,sombra,tracer,lucio,dva,winston
15906,mei,mccree,ana,lucio,reinhardt,zarya
15907,soldier76,tracer,lucio,zenyatta,dva,winston
15908,mei,sombra,ana,lucio,dva,reinhardt
15909,pharah,tracer,lucio,mercy,dva,winston
15910,soldier76,tracer,ana,lucio,dva,winston
15911,soldier76,ana,lucio,dva,reinhardt,roadhog
15912,junkrat,genji,ana,mercy,reinhardt,zarya
15913,widowmaker,tracer,ana,lucio,dva,winston
15914,junkrat,soldier76,tracer,lucio,zenyatta,reinhardt
15915,torbjorn,genji,soldier76,ana,dva,winston
15916,hanzo,junkrat,widowmaker,mercy,orisa,roadhog
15917,genji,tracer,lucio,zenyatta,dva,winston
15918,genji,tracer,lucio,zenyatta,dva,winston
15919,hanzo,mercy,zenyatta,dva,roadhog,winston
15920,junkrat,reaper,ana,lucio,reinhardt,zarya
15921,tracer,ana,lucio,dva,reinhardt,zarya
15922,pharah,tracer,lucio,mercy,dva,winston
15923,genji,tracer,lucio,zenyatta,dva,winston
15924,hanzo,genji,reaper,lucio,dva,winston
15925,soldier76,ana,lucio,dva,reinhardt,roadhog
15926,pharah,tracer,lucio,mercy,roadhog,winston
15927,torbjorn,tracer,lucio,dva,reinhardt,winston
15928,genji,mccree,ana,lucio,reinhardt,zarya
15929,genji,ana,lucio,reinhardt,roadhog,zarya
15930,tracer,ana,lucio,reinhardt,roadhog,zarya
15931,genji,tracer,lucio,zenyatta,dva,winston
15932,genji,tracer,ana,lucio,dva,reinhardt
15933,pharah,reaper,sombra,mercy,dva,winston
15934,mei,reaper,sombra,tracer,dva,winston
15935,mccree,tracer,lucio,mercy,dva,winston
15936,reaper,tracer,lucio,zenyatta,dva,winston
15937,tracer,ana,lucio,roadhog,winston,zarya
15938,genji,tracer,ana,zenyatta,dva,winston
15939,mccree,ana,lucio,dva,reinhardt,zarya
15940,genji,tracer,lucio,zenyatta,dva,winston
15941,genji,mccree,ana,lucio,reinhardt,roadhog
15942,pharah,tracer,lucio,mercy,dva,winston
15943,lucio,zenyatta,dva,reinhardt,roadhog,zarya
15944,junkrat,tracer,ana,lucio,reinhardt,zarya
15945,doomfist,soldier76,ana,lucio,reinhardt,zarya
15946,genji,tracer,ana,lucio,winston,zarya
15947,genji,tracer,lucio,zenyatta,dva,winston
15948,mccree,reaper,ana,lucio,winston,zarya
15949,mccree,reaper,ana,lucio,reinhardt,zarya
15950,soldier76,tracer,mercy,zenyatta,dva,winston
15951,junkrat,widowmaker,mercy,zenyatta,dva,winston
15952,mccree,ana,lucio,dva,reinhardt,roadhog
15953,torbjorn,genji,tracer,ana,dva,winston
15954,widowmaker,tracer,lucio,zenyatta,reinhardt,zarya
15955,soldier76,tracer,lucio,zenyatta,dva,winston
15956,genji,pharah,tracer,lucio,zenyatta,winston
15957,mei,genji,ana,lucio,winston,zarya
15958,genji,tracer,ana,lucio,dva,reinhardt
15959,genji,tracer,lucio,zenyatta,dva,winston
15960,junkrat,mccree,mercy,zenyatta,dva,winston
15961,widowmaker,soldier76,mercy,zenyatta,dva,winston
15962,genji,soldier76,tracer,lucio,zenyatta,winston
15963,pharah,soldier76,ana,lucio,reinhardt,zarya
15964,widowmaker,tracer,lucio,zenyatta,dva,reinhardt
15965,mccree,tracer,lucio,mercy,dva,winston
15966,mei,ana,lucio,dva,reinhardt,roadhog
15967,genji,soldier76,tracer,lucio,zenyatta,winston
15968,widowmaker,mercy,zenyatta,dva,orisa,roadhog
15969,soldier76,tracer,lucio,zenyatta,dva,winston
15970,mccree,tracer,ana,lucio,dva,reinhardt
15971,mccree,tracer,mercy,zenyatta,reinhardt,zarya
15972,mei,genji,tracer,lucio,dva,winston
15973,genji,mccree,tracer,lucio,dva,reinhardt
15974,pharah,tracer,lucio,zenyatta,dva,winston
15975,mei,tracer,lucio,zenyatta,dva,winston
15976,genji,tracer,lucio,zenyatta,roadhog,winston
15977,soldier76,tracer,lucio,zenyatta,dva,winston
15978,hanzo,ana,lucio,reinhardt,roadhog,zarya
15979,pharah,tracer,lucio,mercy,dva,winston
15980,genji,mccree,lucio,zenyatta,reinhardt,zarya
15981,torbjorn,soldier76,tracer,ana,dva,winston
15982,genji,tracer,ana,lucio,dva,winston
15983,hanzo,genji,tracer,lucio,dva,winston
15984,ana,lucio,dva,reinhardt,roadhog,zarya
15985,mccree,tracer,ana,lucio,winston,zarya
15986,soldier76,tracer,lucio,zenyatta,dva,winston
15987,torbjorn,soldier76,ana,symmetra,reinhardt,zarya
15988,doomfist,soldier76,sombra,tracer,lucio,winston
15989,soldier76,tracer,lucio,zenyatta,dva,winston
15990,pharah,reaper,ana,lucio,roadhog,winston
15991,soldier76,tracer,lucio,zenyatta,dva,winston
15992,soldier76,sombra,tracer,lucio,dva,winston
15993,genji,lucio,zenyatta,dva,winston,zarya
15994,genji,tracer,ana,lucio,dva,winston
15995,soldier76,ana,mercy,dva,reinhardt,roadhog
15996,widowmaker,tracer,ana,lucio,reinhardt,zarya
15997,soldier76,tracer,lucio,zenyatta,dva,winston
15998,pharah,soldier76,tracer,lucio,dva,winston
15999,pharah,soldier76,lucio,mercy,dva,winston
16000,genji,tracer,lucio,zenyatta,dva,winston
16001,soldier76,tracer,ana,lucio,dva,reinhardt
16002,genji,pharah,ana,lucio,dva,winston
16003,pharah,ana,mercy,reinhardt,roadhog,winston
16004,mei,tracer,ana,zenyatta,dva,winston
16005,pharah,soldier76,tracer,ana,mercy,winston
16006,mei,reaper,ana,lucio,reinhardt,zarya
16007,genji,tracer,lucio,zenyatta,dva,winston
16008,genji,tracer,ana,lucio,winston,zarya
16009,torbjorn,soldier76,tracer,mercy,dva,winston
16010,soldier76,ana,lucio,dva,reinhardt,roadhog
16011,genji,soldier76,tracer,ana,lucio,winston
16012,widowmaker,soldier76,ana,lucio,dva,winston
16013,mccree,ana,lucio,reinhardt,roadhog,zarya
16014,mccree,tracer,mercy,zenyatta,dva,winston
16015,tracer,ana,lucio,roadhog,winston,zarya
16016,genji,tracer,lucio,zenyatta,dva,winston
16017,reaper,tracer,lucio,zenyatta,dva,winston
16018,genji,tracer,ana,lucio,reinhardt,roadhog
16019,widowmaker,genji,tracer,lucio,zenyatta,winston
16020,genji,soldier76,tracer,ana,dva,reinhardt
16021,widowmaker,tracer,lucio,zenyatta,dva,winston
