,Map,Hero_1,Hero_2,Hero_3,Hero_4,Hero_5,Hero_6
14446,Hanamura_Defense,torbjorn,soldier76,ana,dva,reinhardt,zarya
14447,Numbani_Attack,mccree,ana,lucio,dva,reinhardt,roadhog
14448,Route 66_Attack,soldier76,tracer,lucio,zenyatta,reinhardt,zarya
14449,Oasis_City Center,genji,pharah,tracer,lucio,mercy,winston
14450,Hollywood_Attack,reaper,tracer,ana,lucio,reinhardt,zarya
14451,King's Row_Attack,hanzo,ana,lucio,dva,reinhardt,roadhog
14452,Temple of Anubis_Attack,genji,tracer,ana,lucio,reinhardt,zarya
14453,Eichenwalde_Defense,mei,ana,lucio,reinhardt,roadhog,zarya
14454,Hanamura_Attack,soldier76,tracer,mercy,zenyatta,dva,winston
14455,Route 66_Attack,doomfist,tracer,lucio,zenyatta,dva,winston
14456,Temple of Anubis_Attack,widowmaker,genji,tracer,lucio,dva,winston
14457,Hollywood_Defense,mei,soldier76,ana,lucio,reinhardt,zarya
14458,Dorado_Attack,doomfist,reaper,ana,lucio,reinhardt,zarya
14459,Nepal_Shrine,genji,tracer,ana,lucio,dva,winston
14460,Nepal_Village,genji,tracer,ana,lucio,winston,zarya
14461,Route 66_Attack,soldier76,ana,lucio,reinhardt,roadhog,zarya
14462,Volskaya Industries_Defense,mccree,tracer,ana,lucio,dva,winston
14463,Eichenwalde_Attack,mccree,ana,lucio,dva,reinhardt,roadhog
14464,Lijiang Tower_Garden,pharah,soldier76,tracer,lucio,zenyatta,winston
14465,Watchpoint: Gibraltar_Attack,bastion,hanzo,widowmaker,tracer,mercy,winston
14466,Nepal_Sanctum,junkrat,ana,lucio,reinhardt,roadhog,zarya
14467,Hollywood_Defense,torbjorn,soldier76,ana,symmetra,reinhardt,zarya
14468,Temple of Anubis_Attack,tracer,lucio,zenyatta,dva,winston,zarya
14469,Eichenwalde_Attack,widowmaker,tracer,mercy,zenyatta,dva,reinhardt
14470,Hanamura_Defense,soldier76,ana,lucio,dva,reinhardt,zarya
14471,Hollywood_Attack,tracer,ana,lucio,reinhardt,roadhog,zarya
14472,Hollywood_Defense,mei,ana,lucio,reinhardt,roadhog,zarya
14473,Temple of Anubis_Defense,genji,tracer,ana,lucio,dva,winston
14474,King's Row_Attack,sombra,ana,lucio,reinhardt,roadhog,zarya
14475,Nepal_Sanctum,mei,mccree,ana,lucio,reinhardt,zarya
14476,Volskaya Industries_Attack,soldier76,tracer,ana,lucio,dva,winston
14477,Nepal_Village,soldier76,tracer,lucio,zenyatta,dva,winston
14478,Dorado_Defense,mei,reaper,ana,lucio,reinhardt,zarya
14479,Hollywood_Attack,genji,tracer,lucio,zenyatta,dva,winston
14480,Numbani_Attack,genji,pharah,soldier76,mercy,dva,winston
14481,Numbani_Attack,genji,soldier76,tracer,lucio,zenyatta,winston
14482,Eichenwalde_Attack,hanzo,ana,lucio,reinhardt,roadhog,zarya
14483,Lijiang Tower_Control Center,tracer,ana,lucio,reinhardt,roadhog,zarya
14484,Route 66_Defense,soldier76,tracer,ana,lucio,dva,winston
14485,Eichenwalde_Attack,mccree,ana,lucio,dva,winston,zarya
14486,King's Row_Defense,hanzo,soldier76,ana,lucio,reinhardt,zarya
14487,Lijiang Tower_Garden,pharah,tracer,ana,lucio,dva,winston
14488,Volskaya Industries_Attack,genji,soldier76,tracer,lucio,zenyatta,winston
14489,Nepal_Sanctum,soldier76,ana,lucio,dva,reinhardt,zarya
14490,King's Row_Defense,soldier76,tracer,ana,lucio,reinhardt,zarya
14491,King's Row_Defense,pharah,ana,lucio,reinhardt,roadhog,zarya
14492,Watchpoint: Gibraltar_Defense,mei,soldier76,tracer,lucio,reinhardt,zarya
14493,Oasis_City Center,mccree,tracer,lucio,zenyatta,dva,winston
14494,Hanamura_Defense,mei,soldier76,tracer,lucio,dva,winston
14495,King's Row_Defense,soldier76,tracer,ana,lucio,dva,winston
14496,Eichenwalde_Defense,soldier76,ana,lucio,dva,reinhardt,roadhog
14497,Temple of Anubis_Attack,widowmaker,tracer,mercy,zenyatta,dva,winston
14498,Hollywood_Defense,widowmaker,ana,lucio,dva,reinhardt,zarya
14499,Temple of Anubis_Attack,reaper,soldier76,tracer,mercy,dva,winston
14500,Hollywood_Attack,genji,tracer,lucio,zenyatta,reinhardt,zarya
14501,Nepal_Sanctum,reaper,tracer,lucio,zenyatta,winston,zarya
14502,Hanamura_Attack,widowmaker,tracer,lucio,zenyatta,dva,winston
14503,Hollywood_Attack,genji,tracer,lucio,zenyatta,zarya,zarya
14504,Dorado_Attack,hanzo,widowmaker,tracer,lucio,zenyatta,dva
14505,Hanamura_Attack,genji,tracer,lucio,zenyatta,winston,zarya
14506,Junkertown_Attack,widowmaker,tracer,mercy,zenyatta,orisa,roadhog
14507,King's Row_Attack,genji,soldier76,lucio,zenyatta,dva,winston
14508,Dorado_Attack,soldier76,ana,lucio,dva,reinhardt,roadhog
14509,Lijiang Tower_Garden,pharah,reaper,tracer,lucio,winston,zarya
14510,Numbani_Defense,soldier76,tracer,ana,mercy,dva,winston
14511,Lijiang Tower_Garden,pharah,tracer,lucio,zenyatta,dva,winston
14512,Eichenwalde_Defense,mccree,tracer,ana,lucio,reinhardt,zarya
14513,Oasis_Gardens,pharah,tracer,lucio,mercy,dva,winston
14514,Horizon Lunar Colony_Defense,bastion,tracer,lucio,zenyatta,dva,winston
14515,King's Row_Attack,pharah,tracer,lucio,mercy,dva,winston
14516,Temple of Anubis_Defense,torbjorn,soldier76,tracer,ana,dva,winston
14517,Hollywood_Defense,doomfist,pharah,lucio,mercy,dva,winston
14518,Dorado_Defense,pharah,tracer,lucio,reinhardt,roadhog,zarya
14519,Hanamura_Attack,soldier76,tracer,lucio,zenyatta,dva,winston
14520,Volskaya Industries_Attack,mccree,ana,lucio,dva,roadhog,winston
14521,King's Row_Defense,mccree,tracer,mercy,zenyatta,dva,winston
14522,Lijiang Tower_Garden,genji,soldier76,tracer,lucio,zenyatta,winston
14523,King's Row_Defense,genji,tracer,ana,lucio,reinhardt,zarya
14524,Temple of Anubis_Defense,junkrat,mccree,reaper,lucio,zenyatta,reinhardt
14525,Dorado_Attack,genji,soldier76,tracer,lucio,zenyatta,winston
14526,King's Row_Defense,pharah,soldier76,ana,lucio,reinhardt,roadhog
14527,Hanamura_Defense,doomfist,reaper,tracer,ana,dva,winston
14528,Temple of Anubis_Attack,widowmaker,genji,tracer,lucio,zenyatta,winston
14529,Temple of Anubis_Attack,pharah,ana,lucio,dva,reinhardt,roadhog
14530,Dorado_Defense,pharah,tracer,ana,lucio,dva,winston
14531,Lijiang Tower_Garden,soldier76,ana,lucio,reinhardt,roadhog,zarya
14532,Horizon Lunar Colony_Attack,soldier76,tracer,lucio,zenyatta,dva,winston
14533,Volskaya Industries_Attack,soldier76,ana,lucio,dva,reinhardt,roadhog
14534,Ilios_Lighthouse,mccree,soldier76,ana,lucio,dva,reinhardt
14535,Hollywood_Defense,mei,reaper,ana,lucio,reinhardt,roadhog
14536,Dorado_Defense,genji,mccree,lucio,zenyatta,reinhardt,winston
14537,Temple of Anubis_Attack,mei,genji,tracer,lucio,dva,winston
14538,Dorado_Defense,soldier76,tracer,ana,lucio,dva,zarya
14539,King's Row_Attack,hanzo,genji,ana,lucio,reinhardt,zarya
14540,Hollywood_Defense,genji,sombra,tracer,lucio,dva,winston
14541,Nepal_Sanctum,soldier76,ana,lucio,reinhardt,roadhog,zarya
14542,Eichenwalde_Attack,soldier76,ana,lucio,dva,reinhardt,roadhog
14543,Oasis_University,genji,ana,lucio,reinhardt,roadhog,zarya
14544,Numbani_Attack,soldier76,tracer,lucio,zenyatta,dva,reinhardt
14545,Lijiang Tower_Control Center,reaper,tracer,ana,lucio,reinhardt,zarya
14546,Volskaya Industries_Defense,torbjorn,soldier76,sombra,tracer,lucio,winston
14547,Junkertown_Defense,junkrat,widowmaker,mercy,zenyatta,dva,orisa
14548,Numbani_Attack,genji,pharah,tracer,lucio,mercy,winston
14549,Route 66_Defense,sombra,tracer,lucio,zenyatta,dva,winston
14550,Horizon Lunar Colony_Attack,genji,reaper,lucio,zenyatta,dva,winston
14551,Junkertown_Defense,junkrat,tracer,mercy,zenyatta,dva,winston
14552,Hollywood_Defense,torbjorn,soldier76,ana,dva,reinhardt,zarya
14553,Junkertown_Defense,widowmaker,tracer,mercy,zenyatta,dva,winston
14554,Dorado_Attack,mei,mccree,ana,lucio,reinhardt,winston
14555,Ilios_Lighthouse,reaper,ana,lucio,dva,reinhardt,roadhog
14556,Junkertown_Attack,genji,mccree,lucio,zenyatta,dva,reinhardt
14557,Nepal_Sanctum,genji,tracer,ana,lucio,winston,zarya
14558,Oasis_Gardens,pharah,tracer,lucio,mercy,dva,winston
14559,King's Row_Defense,soldier76,ana,lucio,dva,reinhardt,roadhog
14560,Numbani_Defense,torbjorn,genji,tracer,ana,dva,winston
14561,Hanamura_Defense,soldier76,tracer,lucio,dva,reinhardt,winston
14562,Hollywood_Defense,tracer,ana,lucio,zenyatta,dva,winston
14563,Eichenwalde_Attack,mei,sombra,ana,lucio,reinhardt,roadhog
14564,Route 66_Attack,widowmaker,ana,lucio,reinhardt,roadhog,zarya
14565,Eichenwalde_Defense,soldier76,ana,lucio,reinhardt,roadhog,zarya
14566,Temple of Anubis_Defense,reaper,sombra,tracer,mercy,dva,winston
14567,Dorado_Defense,soldier76,ana,lucio,reinhardt,roadhog,zarya
14568,Junkertown_Defense,widowmaker,genji,mercy,zenyatta,dva,orisa
14569,Hollywood_Attack,hanzo,tracer,lucio,zenyatta,dva,winston
14570,Eichenwalde_Attack,bastion,junkrat,ana,lucio,reinhardt,zarya
14571,Lijiang Tower_Garden,genji,pharah,tracer,lucio,zenyatta,winston
14572,Dorado_Defense,mccree,tracer,ana,lucio,dva,winston
14573,Route 66_Attack,reaper,ana,lucio,reinhardt,roadhog,zarya
14574,Horizon Lunar Colony_Defense,torbjorn,genji,tracer,mercy,dva,winston
14575,Horizon Lunar Colony_Defense,genji,tracer,lucio,zenyatta,dva,winston
14576,Horizon Lunar Colony_Attack,soldier76,tracer,mercy,zenyatta,dva,winston
14577,Dorado_Attack,mei,ana,lucio,dva,roadhog,winston
14578,King's Row_Defense,pharah,soldier76,ana,lucio,reinhardt,zarya
14579,Dorado_Defense,genji,tracer,lucio,zenyatta,dva,winston
14580,Dorado_Defense,mccree,ana,lucio,reinhardt,roadhog,zarya
14581,Ilios_Lighthouse,soldier76,tracer,lucio,zenyatta,dva,winston
14582,Ilios_Ruins,widowmaker,tracer,zenyatta,winston,zarya,zarya
14583,Oasis_City Center,mccree,tracer,ana,lucio,dva,winston
14584,Route 66_Defense,soldier76,tracer,lucio,zenyatta,dva,winston
14585,Lijiang Tower_Garden,mccree,ana,lucio,dva,roadhog,winston
14586,Hanamura_Attack,mei,genji,ana,lucio,reinhardt,zarya
14587,Nepal_Sanctum,soldier76,lucio,zenyatta,reinhardt,roadhog,zarya
14588,Hollywood_Defense,torbjorn,soldier76,ana,orisa,reinhardt,zarya
14589,Watchpoint: Gibraltar_Defense,tracer,ana,lucio,dva,reinhardt,winston
14590,Temple of Anubis_Attack,genji,tracer,lucio,zenyatta,dva,winston
14591,Hollywood_Defense,genji,ana,lucio,dva,reinhardt,roadhog
14592,Lijiang Tower_Control Center,tracer,ana,lucio,dva,roadhog,winston
14593,Numbani_Defense,torbjorn,soldier76,ana,lucio,reinhardt,winston
14594,Hollywood_Attack,soldier76,tracer,ana,lucio,dva,reinhardt
14595,Horizon Lunar Colony_Attack,genji,tracer,lucio,zenyatta,dva,reinhardt
14596,Hanamura_Defense,soldier76,sombra,tracer,ana,dva,winston
14597,Eichenwalde_Defense,mccree,tracer,ana,lucio,reinhardt,winston
14598,Hollywood_Attack,genji,tracer,lucio,zenyatta,dva,winston
14599,Lijiang Tower_Garden,pharah,soldier76,ana,lucio,reinhardt,zarya
14600,Eichenwalde_Attack,junkrat,tracer,mercy,zenyatta,reinhardt,zarya
14601,Watchpoint: Gibraltar_Defense,soldier76,ana,lucio,dva,reinhardt,roadhog
14602,Horizon Lunar Colony_Defense,genji,sombra,tracer,lucio,dva,winston
14603,Lijiang Tower_Garden,soldier76,tracer,lucio,zenyatta,dva,winston
14604,Junkertown_Defense,widowmaker,genji,mercy,zenyatta,dva,winston
14605,Ilios_Lighthouse,pharah,tracer,lucio,mercy,dva,winston
14606,Route 66_Attack,mccree,ana,lucio,dva,reinhardt,roadhog
14607,Lijiang Tower_Night Market,mccree,pharah,mercy,zenyatta,dva,winston
14608,Watchpoint: Gibraltar_Attack,hanzo,reaper,tracer,ana,lucio,reinhardt
14609,Hanamura_Defense,mei,genji,tracer,lucio,dva,winston
14610,Hanamura_Defense,soldier76,tracer,ana,lucio,dva,reinhardt
14611,Volskaya Industries_Defense,genji,tracer,ana,lucio,dva,zarya
14612,Dorado_Defense,mei,reaper,tracer,lucio,dva,winston
14613,Route 66_Defense,genji,soldier76,tracer,ana,lucio,winston
14614,Watchpoint: Gibraltar_Defense,reaper,tracer,ana,lucio,reinhardt,zarya
14615,Watchpoint: Gibraltar_Defense,genji,soldier76,ana,lucio,roadhog,winston
14616,Ilios_Lighthouse,genji,tracer,lucio,mercy,dva,winston
14617,Route 66_Defense,bastion,soldier76,ana,lucio,dva,winston
14618,Eichenwalde_Attack,genji,soldier76,tracer,lucio,zenyatta,winston
14619,Watchpoint: Gibraltar_Attack,soldier76,ana,zenyatta,dva,reinhardt,roadhog
14620,King's Row_Attack,mccree,reaper,lucio,zenyatta,reinhardt,zarya
14621,Dorado_Defense,soldier76,tracer,ana,lucio,dva,winston
14622,King's Row_Attack,genji,tracer,ana,lucio,dva,winston
14623,Eichenwalde_Defense,soldier76,ana,lucio,reinhardt,roadhog,zarya
14624,Route 66_Defense,bastion,soldier76,ana,lucio,dva,reinhardt
14625,Route 66_Defense,soldier76,tracer,mercy,zenyatta,dva,winston
14626,Nepal_Shrine,reaper,tracer,lucio,zenyatta,winston,zarya
14627,Hollywood_Defense,soldier76,ana,zenyatta,reinhardt,roadhog,zarya
14628,Junkertown_Defense,soldier76,tracer,mercy,zenyatta,dva,winston
14629,King's Row_Defense,soldier76,tracer,lucio,dva,reinhardt,zarya
14630,Temple of Anubis_Defense,torbjorn,soldier76,tracer,mercy,dva,orisa
14631,King's Row_Attack,soldier76,sombra,tracer,lucio,dva,reinhardt
14632,Route 66_Defense,soldier76,tracer,ana,lucio,reinhardt,zarya
14633,Hanamura_Defense,soldier76,tracer,ana,dva,reinhardt,zarya
14634,Dorado_Attack,mccree,ana,lucio,reinhardt,roadhog,zarya
14635,Route 66_Attack,mei,genji,tracer,lucio,zenyatta,winston
14636,Route 66_Defense,soldier76,tracer,ana,lucio,dva,reinhardt
14637,Volskaya Industries_Attack,reaper,tracer,lucio,zenyatta,dva,winston
14638,Volskaya Industries_Defense,soldier76,sombra,tracer,ana,roadhog,winston
14639,Oasis_University,genji,ana,lucio,dva,reinhardt,zarya
14640,Dorado_Defense,mei,mccree,lucio,zenyatta,reinhardt,zarya
14641,Lijiang Tower_Night Market,soldier76,ana,lucio,dva,reinhardt,roadhog
14642,Hollywood_Attack,mei,reaper,tracer,ana,lucio,reinhardt
14643,Dorado_Defense,widowmaker,tracer,lucio,zenyatta,dva,winston
14644,Eichenwalde_Defense,mccree,tracer,lucio,mercy,dva,winston
14645,Eichenwalde_Attack,widowmaker,tracer,ana,mercy,dva,winston
14646,Hollywood_Attack,mccree,tracer,ana,lucio,reinhardt,zarya
14647,King's Row_Defense,soldier76,ana,lucio,dva,reinhardt,zarya
14648,Volskaya Industries_Defense,genji,tracer,lucio,zenyatta,dva,winston
14649,Hollywood_Defense,genji,soldier76,sombra,tracer,ana,winston
14650,King's Row_Attack,hanzo,tracer,ana,lucio,reinhardt,zarya
14651,Hanamura_Attack,torbjorn,genji,tracer,lucio,dva,winston
14652,Hollywood_Attack,pharah,tracer,lucio,mercy,dva,winston
14653,Watchpoint: Gibraltar_Defense,genji,soldier76,tracer,lucio,zenyatta,winston
14654,Temple of Anubis_Attack,doomfist,reaper,lucio,zenyatta,dva,winston
14655,Eichenwalde_Attack,sombra,tracer,lucio,zenyatta,dva,winston
14656,King's Row_Defense,mccree,tracer,ana,lucio,winston,zarya
14657,Hanamura_Defense,soldier76,ana,lucio,dva,reinhardt,zarya
14658,Ilios_Ruins,genji,tracer,ana,lucio,dva,winston
14659,Temple of Anubis_Defense,genji,reaper,ana,lucio,dva,winston
14660,Eichenwalde_Attack,widowmaker,pharah,tracer,lucio,mercy,winston
14661,Nepal_Village,soldier76,tracer,ana,lucio,dva,winston
14662,Dorado_Defense,mccree,soldier76,ana,lucio,reinhardt,winston
14663,Temple of Anubis_Defense,genji,tracer,ana,lucio,dva,winston
14664,Route 66_Attack,genji,ana,lucio,dva,reinhardt,roadhog
14665,Dorado_Attack,genji,tracer,ana,lucio,dva,winston
14666,Hollywood_Attack,genji,tracer,lucio,zenyatta,dva,winston
14667,Nepal_Village,mccree,ana,lucio,dva,reinhardt,zarya
14668,Junkertown_Attack,genji,tracer,lucio,zenyatta,dva,winston
14669,Volskaya Industries_Defense,mei,tracer,ana,lucio,dva,winston
14670,Eichenwalde_Defense,tracer,lucio,zenyatta,dva,winston,zarya
14671,Numbani_Defense,torbjorn,soldier76,ana,dva,reinhardt,zarya
14672,Ilios_Ruins,genji,tracer,lucio,zenyatta,dva,winston
14673,Watchpoint: Gibraltar_Defense,mccree,reaper,ana,lucio,reinhardt,zarya
14674,King's Row_Defense,tracer,ana,lucio,reinhardt,winston,zarya
14675,Horizon Lunar Colony_Defense,widowmaker,soldier76,tracer,lucio,zenyatta,winston
14676,Eichenwalde_Attack,genji,soldier76,tracer,lucio,dva,winston
14677,Lijiang Tower_Garden,widowmaker,doomfist,lucio,zenyatta,dva,winston
14678,Numbani_Defense,soldier76,tracer,lucio,zenyatta,dva,winston
14679,Lijiang Tower_Garden,pharah,tracer,lucio,mercy,dva,winston
14680,Eichenwalde_Defense,mei,ana,lucio,dva,reinhardt,roadhog
14681,Hollywood_Attack,soldier76,tracer,zenyatta,dva,winston,zarya
14682,Horizon Lunar Colony_Attack,genji,pharah,soldier76,lucio,mercy,winston
14683,Dorado_Defense,genji,tracer,ana,lucio,dva,winston
14684,Numbani_Attack,genji,tracer,lucio,mercy,dva,winston
14685,Watchpoint: Gibraltar_Defense,mei,tracer,ana,lucio,dva,reinhardt
14686,Eichenwalde_Attack,junkrat,genji,ana,lucio,reinhardt,zarya
14687,Lijiang Tower_Control Center,soldier76,ana,lucio,dva,reinhardt,zarya
14688,Numbani_Defense,torbjorn,soldier76,tracer,ana,dva,winston
14689,Watchpoint: Gibraltar_Attack,soldier76,tracer,ana,lucio,dva,reinhardt
14690,Hanamura_Defense,doomfist,soldier76,ana,zenyatta,reinhardt,winston
14691,Temple of Anubis_Defense,genji,sombra,tracer,lucio,dva,winston
14692,Eichenwalde_Defense,genji,tracer,ana,lucio,dva,reinhardt
14693,Numbani_Defense,mccree,tracer,lucio,zenyatta,reinhardt,winston
14694,King's Row_Defense,mei,mccree,tracer,lucio,reinhardt,roadhog
14695,Route 66_Defense,hanzo,tracer,ana,lucio,winston,zarya
14696,Lijiang Tower_Control Center,genji,soldier76,tracer,lucio,zenyatta,winston
14697,Nepal_Village,pharah,tracer,ana,lucio,reinhardt,zarya
14698,Watchpoint: Gibraltar_Attack,genji,mccree,ana,lucio,dva,winston
14699,Temple of Anubis_Attack,widowmaker,pharah,ana,mercy,dva,winston
14700,King's Row_Defense,soldier76,ana,lucio,dva,reinhardt,zarya
14701,Dorado_Defense,genji,soldier76,tracer,ana,lucio,reinhardt
14702,Temple of Anubis_Attack,pharah,ana,lucio,reinhardt,roadhog,winston
14703,Hollywood_Attack,mccree,ana,lucio,dva,reinhardt,zarya
14704,Dorado_Attack,soldier76,tracer,ana,lucio,dva,reinhardt
14705,Nepal_Village,mccree,ana,lucio,reinhardt,roadhog,zarya
14706,King's Row_Defense,genji,tracer,ana,lucio,dva,winston
14707,Temple of Anubis_Attack,genji,pharah,tracer,lucio,mercy,winston
14708,Volskaya Industries_Attack,soldier76,ana,lucio,dva,roadhog,zarya
14709,Hanamura_Attack,mei,widowmaker,ana,lucio,reinhardt,zarya
14710,Hanamura_Attack,soldier76,tracer,lucio,zenyatta,dva,winston
14711,Numbani_Defense,mei,mccree,ana,lucio,reinhardt,zarya
14712,Temple of Anubis_Attack,genji,pharah,tracer,lucio,mercy,winston
14713,King's Row_Attack,genji,soldier76,tracer,lucio,dva,winston
14714,Route 66_Attack,genji,tracer,ana,lucio,roadhog,winston
14715,Dorado_Attack,tracer,ana,lucio,dva,reinhardt,roadhog
14716,Dorado_Defense,mccree,ana,lucio,dva,reinhardt,zarya
14717,Route 66_Attack,genji,soldier76,lucio,zenyatta,dva,reinhardt
14718,Numbani_Defense,soldier76,tracer,ana,mercy,dva,winston
14719,Temple of Anubis_Defense,doomfist,sombra,tracer,lucio,dva,winston
14720,Hollywood_Defense,soldier76,lucio,zenyatta,dva,reinhardt,roadhog
14721,Hollywood_Attack,pharah,ana,mercy,reinhardt,roadhog,zarya
14722,Route 66_Attack,genji,tracer,lucio,zenyatta,dva,winston
14723,Hollywood_Attack,genji,tracer,lucio,zenyatta,dva,winston
14724,Route 66_Attack,hanzo,tracer,mercy,zenyatta,dva,roadhog
14725,Dorado_Defense,pharah,soldier76,tracer,mercy,dva,winston
14726,Hollywood_Attack,junkrat,soldier76,tracer,lucio,zenyatta,dva
14727,Volskaya Industries_Defense,genji,sombra,tracer,lucio,dva,winston
14728,Oasis_Gardens,pharah,lucio,mercy,dva,roadhog,winston
14729,Horizon Lunar Colony_Attack,widowmaker,sombra,tracer,mercy,dva,winston
14730,Hanamura_Defense,soldier76,tracer,ana,lucio,dva,winston
14731,Hanamura_Attack,genji,soldier76,tracer,lucio,zenyatta,winston
14732,Nepal_Sanctum,soldier76,ana,lucio,dva,reinhardt,roadhog
14733,Numbani_Attack,pharah,soldier76,mercy,zenyatta,dva,winston
14734,Route 66_Attack,genji,tracer,lucio,zenyatta,winston,zarya
14735,Oasis_University,doomfist,reaper,tracer,lucio,dva,winston
14736,Temple of Anubis_Defense,junkrat,tracer,lucio,zenyatta,reinhardt,zarya
14737,Nepal_Sanctum,mccree,tracer,ana,lucio,reinhardt,zarya
14738,Hanamura_Attack,hanzo,ana,lucio,dva,roadhog,winston
14739,Eichenwalde_Defense,doomfist,tracer,lucio,zenyatta,orisa,winston
14740,Hanamura_Attack,genji,tracer,lucio,zenyatta,roadhog,winston
14741,Watchpoint: Gibraltar_Defense,mei,reaper,ana,lucio,winston,zarya
14742,King's Row_Attack,mccree,sombra,ana,lucio,reinhardt,zarya
14743,Ilios_Well,hanzo,ana,lucio,dva,reinhardt,roadhog
14744,Temple of Anubis_Defense,junkrat,reaper,tracer,lucio,zenyatta,winston
14745,Dorado_Attack,widowmaker,tracer,lucio,zenyatta,dva,winston
14746,Volskaya Industries_Defense,soldier76,sombra,tracer,ana,dva,winston
14747,Temple of Anubis_Attack,genji,reaper,tracer,lucio,dva,reinhardt
14748,Dorado_Attack,genji,mccree,reaper,lucio,zenyatta,winston
14749,Hollywood_Defense,torbjorn,genji,tracer,mercy,dva,winston
14750,Temple of Anubis_Defense,hanzo,mei,ana,lucio,reinhardt,zarya
14751,Watchpoint: Gibraltar_Attack,mccree,reaper,ana,lucio,reinhardt,zarya
14752,King's Row_Defense,junkrat,soldier76,ana,lucio,reinhardt,zarya
14753,Hollywood_Defense,genji,tracer,ana,lucio,dva,winston
14754,Dorado_Attack,genji,tracer,lucio,zenyatta,winston,zarya
14755,Nepal_Village,genji,tracer,lucio,zenyatta,dva,winston
14756,Eichenwalde_Defense,doomfist,tracer,lucio,zenyatta,dva,winston
14757,Dorado_Defense,reaper,tracer,ana,lucio,reinhardt,zarya
14758,Oasis_Gardens,pharah,tracer,lucio,mercy,dva,winston
14759,Numbani_Attack,pharah,soldier76,ana,mercy,winston,zarya
14760,Horizon Lunar Colony_Defense,genji,tracer,ana,lucio,dva,winston
14761,Hollywood_Attack,pharah,tracer,ana,lucio,dva,winston
14762,Temple of Anubis_Attack,genji,sombra,ana,lucio,dva,winston
14763,Volskaya Industries_Defense,genji,soldier76,tracer,ana,lucio,reinhardt
14764,King's Row_Defense,mccree,ana,lucio,reinhardt,roadhog,zarya
14765,Nepal_Sanctum,soldier76,ana,lucio,reinhardt,roadhog,zarya
14766,Hanamura_Defense,mccree,soldier76,ana,lucio,dva,winston
14767,Volskaya Industries_Defense,soldier76,tracer,ana,lucio,dva,winston
14768,Temple of Anubis_Attack,pharah,soldier76,tracer,lucio,dva,winston
14769,Hollywood_Attack,genji,mccree,ana,lucio,reinhardt,zarya
14770,Numbani_Attack,soldier76,ana,lucio,dva,reinhardt,roadhog
14771,Temple of Anubis_Defense,mei,genji,ana,lucio,winston,zarya
14772,Oasis_University,mccree,tracer,lucio,zenyatta,dva,orisa
14773,King's Row_Attack,mccree,reaper,ana,lucio,dva,reinhardt
14774,Route 66_Defense,sombra,tracer,lucio,dva,roadhog,winston
14775,Temple of Anubis_Attack,genji,tracer,ana,lucio,dva,winston
14776,Hollywood_Defense,soldier76,tracer,ana,lucio,dva,winston
14777,Hanamura_Defense,mei,soldier76,ana,lucio,dva,winston
14778,Horizon Lunar Colony_Attack,mccree,tracer,mercy,zenyatta,dva,winston
14779,Lijiang Tower_Garden,mccree,tracer,ana,lucio,dva,winston
14780,Nepal_Village,mccree,ana,lucio,dva,reinhardt,zarya
14781,Hanamura_Defense,genji,tracer,mercy,zenyatta,dva,winston
14782,Nepal_Sanctum,genji,sombra,tracer,ana,lucio,reinhardt
14783,Oasis_City Center,soldier76,tracer,lucio,zenyatta,dva,winston
14784,Lijiang Tower_Night Market,soldier76,tracer,lucio,zenyatta,dva,winston
14785,King's Row_Defense,doomfist,tracer,ana,lucio,dva,winston
14786,Numbani_Defense,soldier76,sombra,tracer,lucio,dva,winston
14787,Temple of Anubis_Defense,genji,tracer,ana,lucio,dva,winston
14788,Oasis_City Center,mccree,soldier76,ana,lucio,dva,winston
14789,Ilios_Lighthouse,mccree,tracer,ana,lucio,dva,winston
14790,Lijiang Tower_Garden,soldier76,tracer,lucio,mercy,dva,winston
14791,Lijiang Tower_Garden,soldier76,tracer,lucio,zenyatta,dva,winston
14792,Ilios_Well,soldier76,tracer,lucio,zenyatta,reinhardt,zarya
14793,Nepal_Shrine,soldier76,tracer,ana,lucio,winston,zarya
14794,Volskaya Industries_Defense,soldier76,sombra,tracer,lucio,dva,winston
14795,Route 66_Defense,tracer,ana,lucio,reinhardt,roadhog,zarya
14796,Lijiang Tower_Control Center,soldier76,tracer,ana,lucio,reinhardt,zarya
14797,Hollywood_Attack,genji,tracer,lucio,zenyatta,dva,winston
14798,Dorado_Attack,bastion,tracer,ana,mercy,dva,reinhardt
14799,Hollywood_Attack,genji,mccree,tracer,lucio,zenyatta,dva
14800,Hanamura_Attack,genji,tracer,ana,lucio,dva,winston
14801,Nepal_Shrine,soldier76,tracer,lucio,zenyatta,dva,winston
14802,Hollywood_Defense,soldier76,lucio,zenyatta,dva,reinhardt,zarya
14803,Nepal_Sanctum,genji,reaper,ana,lucio,reinhardt,zarya
14804,Route 66_Defense,genji,tracer,lucio,dva,reinhardt,zarya
14805,Hollywood_Attack,genji,tracer,ana,zenyatta,dva,winston
14806,Numbani_Attack,genji,tracer,lucio,zenyatta,dva,winston
14807,Numbani_Defense,sombra,tracer,ana,lucio,dva,reinhardt
14808,Hanamura_Attack,soldier76,tracer,lucio,zenyatta,dva,winston
14809,Lijiang Tower_Garden,genji,soldier76,tracer,lucio,zenyatta,winston
14810,King's Row_Defense,widowmaker,tracer,mercy,zenyatta,dva,winston
